2019-09-01,11:42:26,-481
2019-09-01,11:47:26,-127
2019-09-01,11:52:27,-444
2019-09-01,11:57:28,-215
2019-09-01,12:02:28,-88
2019-09-01,12:07:29,-448
2019-09-01,12:12:30,-203
2019-09-01,12:17:30,-380
2019-09-01,12:22:30,-519
2019-09-01,12:27:32,-536
2019-09-01,12:32:33,-241
2019-09-01,12:37:33,-12
2019-09-01,12:42:34,-127
2019-09-01,12:47:34,-104
2019-09-01,12:52:35,-444
2019-09-01,12:57:35,-574
2019-09-01,13:02:36,-17
2019-09-01,13:07:36,-170
2019-09-01,13:12:37,-504
2019-09-01,13:17:37,-196
2019-09-01,13:22:38,-63
2019-09-01,13:27:38,-18
2019-09-01,13:32:39,-26
2019-09-01,13:37:40,-90
2019-09-01,13:42:40,-62
2019-09-01,13:47:41,-234
2019-09-01,13:52:42,-134
2019-09-01,13:57:42,-31
2019-09-01,14:02:43,-126
2019-09-01,14:07:44,-14
2019-09-01,14:12:45,-111
2019-09-01,14:17:45,-275
2019-09-01,14:22:45,-469
2019-09-01,14:27:46,-440
2019-09-01,14:32:47,-114
2019-09-01,14:37:47,-106
2019-09-01,14:42:48,-66
2019-09-01,14:47:48,-125
2019-09-01,14:52:49,-286
2019-09-01,14:57:49,-116
2019-09-01,15:02:50,-141
2019-09-01,15:07:50,-113
2019-09-01,15:12:50,-105
2019-09-01,15:17:51,-76
2019-09-01,15:22:52,-217
2019-09-01,15:27:53,-253
2019-09-01,15:32:52,-145
2019-09-01,15:37:54,-107
2019-09-01,15:42:54,-53
2019-09-01,15:47:55,-234
2019-09-01,15:52:55,-74
2019-09-01,15:57:55,-84
2019-09-01,16:05:43,-597
2019-09-01,16:10:43,-603
2019-09-01,16:15:45,-604
2019-09-01,16:20:46,-604
2019-09-01,16:25:46,-604
2019-09-01,16:30:47,-604
2019-09-01,16:35:47,-468
2019-09-01,16:40:47,-603
2019-09-01,16:45:47,-602
2019-09-01,16:50:49,-605
2019-09-01,16:55:50,-604
2019-09-01,17:00:50,-602
2019-09-01,17:05:51,-605
2019-09-01,17:10:52,-606
2019-09-01,17:15:52,-605
2019-09-01,17:20:53,-606
2019-09-01,17:25:54,-607
2019-09-01,17:30:55,-607
2019-09-01,17:35:55,-407
2019-09-01,17:40:56,-536
2019-09-01,17:45:57,-315
2019-09-01,17:50:57,-432
2019-09-01,17:55:57,-488
2019-09-01,18:00:58,-611
2019-09-01,18:05:59,-612
2019-09-01,18:14:15,-605
2019-09-01,18:19:16,-608
2019-09-01,18:24:18,-612
2019-09-01,18:33:49,-606
2019-09-01,18:38:50,-611
2019-09-01,18:43:51,-611
2019-09-01,18:48:51,-611
2019-09-01,18:53:52,-612
2019-09-01,18:58:52,-612
2019-09-01,19:03:53,-612
2019-09-01,19:08:53,-612
2019-09-01,19:13:53,-615
2019-09-01,19:18:54,-615
2019-09-01,19:23:55,-617
2019-09-01,19:28:55,-614
2019-09-01,19:33:56,-614
2019-09-01,19:38:57,-615
2019-09-01,19:43:57,-617
2019-09-01,19:48:58,-617
2019-09-01,19:53:59,-617
2019-09-01,19:58:59,-617
2019-09-01,20:04:00,-603
2019-09-01,20:09:00,-615
2019-09-01,20:14:01,-615
2019-09-01,20:19:01,-613
2019-09-01,20:24:02,-617
2019-09-01,20:29:03,-618
2019-09-01,20:34:04,-617
2019-09-01,20:39:04,-618
2019-09-01,20:44:05,-617
2019-09-01,20:49:06,-617
2019-09-01,20:54:06,-5506
2019-09-01,20:59:07,-6204
2019-09-01,21:04:08,-26751
2019-09-01,21:09:08,-25100
2019-09-01,21:14:09,-13544
2019-09-01,21:19:10,-5543
2019-09-01,21:24:10,167
2019-09-01,21:29:10,574
2019-09-01,21:34:12,2348
2019-09-01,21:39:13,4442
2019-09-01,21:44:14,11155
2019-09-01,21:49:14,15974
2019-09-01,21:54:14,13844
2019-09-01,21:59:15,1021
2019-09-01,22:04:16,14847
2019-09-01,22:09:16,4156
2019-09-01,22:14:17,-130
2019-09-01,22:19:17,3286
2019-09-01,22:24:17,-248
2019-09-01,22:29:18,4880
2019-09-01,22:34:18,20225
2019-09-01,22:39:19,-134
2019-09-01,22:44:20,-220
2019-09-01,22:49:20,29674
2019-09-01,22:54:21,-178
2019-09-01,22:59:21,-263
2019-09-01,23:04:23,233
2019-09-01,23:09:23,204
2019-09-01,23:14:24,-502
2019-09-01,23:19:24,-313
2019-09-01,23:24:26,73
2019-09-01,23:29:27,-184
2019-09-01,23:34:27,1078
2019-09-01,23:39:28,-63952
2019-09-01,23:44:28,-58
2019-09-01,23:49:30,154
2019-09-01,23:54:30,169
2019-09-01,23:59:31,-126
2019-09-02,00:04:32,529
2019-09-02,00:09:32,-107
2019-09-02,00:14:33,-241
2019-09-02,00:19:34,-345
2019-09-02,00:24:34,-308
2019-09-02,00:29:34,-270
2019-09-02,00:34:35,-248
2019-09-02,00:39:36,-291
2019-09-02,00:44:37,-452
2019-09-02,00:49:39,-447
2019-09-02,00:54:38,-380
2019-09-02,02:40:08,0
2019-09-02,02:45:09,0
2019-09-02,02:50:09,0
2019-09-02,02:55:10,0
2019-09-02,03:00:11,0
2019-09-02,03:05:12,0
2019-09-02,03:10:12,0
2019-09-02,03:15:13,0
2019-09-02,03:20:14,0
2019-09-02,03:56:10,52137
2019-09-02,04:01:12,48914
2019-09-02,04:06:12,52126
2019-09-02,04:11:13,49180
2019-09-02,04:16:14,58892
2019-09-02,04:21:15,51118
2019-09-02,04:26:16,55791
2019-09-02,04:31:17,51216
2019-09-02,04:36:18,58554
2019-09-02,04:41:19,55114
2019-09-02,04:46:19,54189
2019-09-02,04:51:20,48889
2019-09-02,04:56:20,61961
2019-09-02,05:01:21,43526
2019-09-02,05:06:22,47916
2019-09-02,05:11:23,52250
2019-09-02,05:16:24,70452
2019-09-02,05:21:25,42897
2019-09-02,05:26:26,33770
2019-09-02,05:35:35,-567
2019-09-02,05:40:36,35774
2019-09-02,05:45:37,53946
2019-09-02,05:50:38,46021
2019-09-02,05:55:38,55264
2019-09-02,06:00:39,52515
2019-09-02,06:05:40,49181
2019-09-02,06:10:41,51574
2019-09-02,06:15:42,53613
2019-09-02,06:20:42,56639
2019-09-02,06:25:43,51317
2019-09-02,06:30:44,49316
2019-09-02,06:35:45,53623
2019-09-02,06:40:46,51411
2019-09-02,06:45:46,46404
2019-09-02,06:50:47,47789
2019-09-02,06:55:48,50462
2019-09-02,07:00:49,51276
2019-09-02,07:05:50,45654
2019-09-02,07:10:51,47434
2019-09-02,07:15:51,49171
2019-09-02,07:20:52,51319
2019-09-02,07:25:53,46311
2019-09-02,07:30:54,45349
2019-09-02,07:35:54,52156
2019-09-02,07:40:55,53264
2019-09-02,07:45:56,45882
2019-09-02,07:50:57,46119
2019-09-02,07:55:57,47045
2019-09-02,08:00:58,55190
2019-09-02,08:05:58,45306
2019-09-02,08:10:59,46265
2019-09-02,08:16:00,46850
2019-09-02,08:21:00,54069
2019-09-02,08:26:01,48155
2019-09-02,08:31:02,47621
2019-09-02,08:36:02,47056
2019-09-02,08:41:03,51690
2019-09-02,08:46:03,48115
2019-09-02,08:51:04,47449
2019-09-02,08:56:05,46102
2019-09-02,09:01:06,52209
2019-09-02,09:06:06,51245
2019-09-02,09:11:07,46428
2019-09-02,09:16:08,47047
2019-09-02,09:21:08,48804
2019-09-02,09:26:09,53046
2019-09-02,09:31:10,47870
2019-09-02,09:36:10,46619
2019-09-02,09:41:11,47465
2019-09-02,09:46:12,55126
2019-09-02,09:51:13,47139
2019-09-02,09:56:14,46322
2019-09-02,10:01:15,46196
2019-09-02,10:06:16,53263
2019-09-02,10:11:17,48766
2019-09-02,10:16:17,47053
2019-09-02,10:21:18,46511
2019-09-02,10:26:19,52185
2019-09-02,10:31:19,52079
2019-09-02,10:36:20,47312
2019-09-02,10:41:20,46816
2019-09-02,10:46:22,49272
2019-09-02,10:51:23,52879
2019-09-02,10:56:24,45941
2019-09-02,11:01:24,46889
2019-09-02,11:06:25,47577
2019-09-02,11:11:26,55711
2019-09-02,11:16:26,46590
2019-09-02,11:21:28,47344
2019-09-02,11:26:29,46639
2019-09-02,11:31:29,51414
2019-09-02,11:36:30,46751
2019-09-02,11:41:31,43105
2019-09-02,11:46:31,46117
2019-09-02,11:51:31,49368
2019-09-02,11:56:33,49721
2019-09-02,12:01:34,47036
2019-09-02,12:06:34,46961
2019-09-02,12:11:35,46687
2019-09-02,12:16:36,52048
2019-09-02,12:21:36,47036
2019-09-02,12:26:37,44190
2019-09-02,12:31:38,46125
2019-09-02,12:39:54,-775
2019-09-02,12:44:56,45380
2019-09-02,12:49:56,45878
2019-09-02,12:54:57,49026
2019-09-02,12:59:58,55505
2019-09-02,13:04:59,44798
2019-09-02,13:09:59,46192
2019-09-02,13:15:00,43573
2019-09-02,13:20:01,53327
2019-09-02,13:25:02,48196
2019-09-02,13:30:03,47328
2019-09-02,13:35:03,48298
2019-09-02,13:40:04,49897
2019-09-02,13:45:05,50597
2019-09-02,13:50:06,45467
2019-09-02,13:55:06,46681
2019-09-02,14:00:08,47986
2019-09-02,14:05:08,54964
2019-09-02,14:10:09,47853
2019-09-02,14:15:10,44386
2019-09-02,14:20:12,47238
2019-09-02,14:25:12,51244
2019-09-02,14:30:13,49802
2019-09-02,14:35:14,46739
2019-09-02,14:40:15,46861
2019-09-02,14:45:15,52058
2019-09-02,14:50:16,50541
2019-09-02,14:55:17,43361
2019-09-02,15:00:17,46084
2019-09-02,15:05:18,43621
2019-09-02,15:10:18,52474
2019-09-02,15:15:20,48084
2019-09-02,15:20:20,45439
2019-09-02,15:25:21,45844
2019-09-02,15:30:22,49299
2019-09-02,15:35:23,53526
2019-09-02,15:40:24,46446
2019-09-02,15:45:25,46074
2019-09-02,15:50:25,46212
2019-09-02,15:55:26,53154
2019-09-02,16:00:27,48008
2019-09-02,16:05:27,45918
2019-09-02,16:10:28,47537
2019-09-02,16:15:29,51745
2019-09-02,16:20:29,51833
2019-09-02,16:25:30,45535
2019-09-02,16:30:31,44693
2019-09-02,16:35:32,44579
2019-09-02,16:40:33,54462
2019-09-02,16:45:33,47319
2019-09-02,16:50:34,44941
2019-09-02,16:55:35,44282
2019-09-02,17:00:36,49251
2019-09-02,17:05:36,50059
2019-09-02,17:10:37,44638
2019-09-02,17:15:37,45974
2019-09-02,17:20:38,44641
2019-09-02,17:25:39,56219
2019-09-02,17:30:40,45449
2019-09-02,17:35:40,45784
2019-09-02,17:40:41,44939
2019-09-02,17:45:42,47792
2019-09-02,17:50:43,50989
2019-09-02,17:55:44,45021
2019-09-02,18:00:45,45436
2019-09-02,18:05:45,44495
2019-09-02,18:10:46,51725
2019-09-02,18:15:47,36059
2019-09-02,18:20:48,-4141
2019-09-02,18:25:49,-587
2019-09-02,18:30:49,-570
2019-09-02,18:35:50,-571
2019-09-02,18:40:50,-572
2019-09-02,18:45:51,-573
2019-09-02,18:50:52,-25626
2019-09-02,18:55:52,-54046
2019-09-02,19:00:53,-53530
2019-09-02,19:05:54,-53238
2019-09-02,19:10:55,-53320
2019-09-02,19:15:56,-15772
2019-09-02,19:22:26,-760
2019-09-02,19:27:27,-4274
2019-09-02,19:32:28,-1615
2019-09-02,19:37:29,-574
2019-09-02,19:42:30,-573
2019-09-02,19:47:30,-572
2019-09-02,19:52:31,-573
2019-09-02,19:57:31,-567
2019-09-02,20:02:32,-567
2019-09-02,20:07:32,-571
2019-09-02,20:12:33,-574
2019-09-02,20:17:33,-9935
2019-09-02,20:22:34,-53186
2019-09-02,20:27:34,-52893
2019-09-02,20:32:35,-52975
2019-09-02,20:37:36,-52472
2019-09-02,20:42:36,-51658
2019-09-02,20:47:37,-2659
2019-09-02,20:52:37,-721
2019-09-02,20:57:39,-1316
2019-09-02,21:02:40,-4812
2019-09-02,21:07:41,5210
2019-09-02,21:12:41,8625
2019-09-02,21:17:42,13387
2019-09-02,21:27:24,37922
2019-09-02,21:32:25,43629
2019-09-02,21:37:25,47939
2019-09-02,21:42:26,56027
2019-09-02,21:47:27,49187
2019-09-02,21:52:28,46307
2019-09-02,21:57:29,46057
2019-09-02,22:02:30,44770
2019-09-02,22:07:30,54204
2019-09-02,22:12:32,47832
2019-09-02,22:17:32,48236
2019-09-02,22:22:33,46630
2019-09-02,22:27:34,53546
2019-09-02,22:32:34,51772
2019-09-02,22:37:35,46694
2019-09-02,22:42:36,48444
2019-09-02,22:47:37,47312
2019-09-02,22:52:38,54786
2019-09-02,22:57:39,49917
2019-09-02,23:02:39,47246
2019-09-02,23:07:40,46028
2019-09-02,23:12:41,46219
2019-09-02,23:17:42,57270
2019-09-02,23:22:43,47229
2019-09-02,23:27:44,45591
2019-09-02,23:32:44,43313
2019-09-02,23:37:44,46319
2019-09-02,23:42:46,53047
2019-09-02,23:47:47,47330
2019-09-02,23:52:47,46869
2019-09-02,23:57:48,47418
2019-09-03,00:02:49,54346
2019-09-03,00:07:50,50671
2019-09-03,00:12:51,48427
2019-09-03,00:17:52,47773
2019-09-03,00:22:52,46093
2019-09-03,00:27:53,56376
2019-09-03,00:32:54,47477
2019-09-03,00:37:54,46590
2019-09-03,00:42:55,47450
2019-09-03,00:47:56,52008
2019-09-03,00:52:57,51838
2019-09-03,00:57:58,95382
2019-09-03,01:02:59,208268
2019-09-03,01:08:00,369750
2019-09-03,01:13:00,328915
2019-09-03,01:18:01,344886
2019-09-03,01:23:02,400587
2019-09-03,01:28:03,274792
2019-09-03,01:33:04,399598
2019-09-03,01:38:04,405892
2019-09-03,01:43:05,284385
2019-09-03,01:48:06,411961
2019-09-03,01:53:07,406781
2019-09-03,01:58:08,413364
2019-09-03,02:03:08,338887
2019-09-03,02:08:09,362940
2019-09-03,02:13:10,419044
2019-09-03,02:18:10,417499
2019-09-03,02:23:11,415250
2019-09-03,02:28:12,352848
2019-09-03,02:33:13,410500
2019-09-03,02:38:14,388092
2019-09-03,02:43:14,408815
2019-09-03,02:48:15,284727
2019-09-03,02:53:16,378519
2019-09-03,02:58:17,397726
2019-09-03,03:03:18,367532
2019-09-03,03:08:18,393274
2019-09-03,03:13:19,386040
2019-09-03,03:18:20,386477
2019-09-03,03:23:20,389830
2019-09-03,03:28:20,380140
2019-09-03,03:33:22,342042
2019-09-03,03:38:23,378643
2019-09-03,03:43:24,365927
2019-09-03,03:48:24,363625
2019-09-03,03:53:25,364492
2019-09-03,03:58:25,358426
2019-09-03,04:03:27,357931
2019-09-03,04:08:28,346341
2019-09-03,04:13:29,298447
2019-09-03,04:18:29,344705
2019-09-03,04:23:30,332380
2019-09-03,04:28:31,289051
2019-09-03,04:33:32,332225
2019-09-03,04:38:33,313297
2019-09-03,04:43:33,289273
2019-09-03,04:48:34,257629
2019-09-03,04:53:35,309263
2019-09-03,04:58:35,301072
2019-09-03,05:03:36,291447
2019-09-03,05:08:37,250980
2019-09-03,05:13:38,278052
2019-09-03,05:18:38,221739
2019-09-03,05:23:39,262291
2019-09-03,05:28:40,216088
2019-09-03,05:33:41,233617
2019-09-03,05:38:41,204977
2019-09-03,05:43:42,223186
2019-09-03,05:48:43,202555
2019-09-03,05:53:44,170971
2019-09-03,05:58:45,126052
2019-09-03,06:03:45,96666
2019-09-03,06:08:46,38202
2019-09-03,06:13:47,40446
2019-09-03,06:18:47,48912
2019-09-03,06:23:48,44415
2019-09-03,06:28:49,44370
2019-09-03,06:33:49,51365
2019-09-03,06:38:51,49410
2019-09-03,06:43:51,44228
2019-09-03,06:48:52,44619
2019-09-03,06:53:53,51030
2019-09-03,06:58:54,48195
2019-09-03,07:03:55,45638
2019-09-03,07:08:55,46390
2019-09-03,07:13:56,52971
2019-09-03,07:18:57,47924
2019-09-03,07:23:58,46092
2019-09-03,07:28:59,45019
2019-09-03,07:34:00,51972
2019-09-03,07:39:01,47879
2019-09-03,07:44:02,44400
2019-09-03,07:49:03,45496
2019-09-03,07:54:03,51054
2019-09-03,07:59:04,47863
2019-09-03,08:04:05,45179
2019-09-03,08:09:06,45904
2019-09-03,08:14:07,53581
2019-09-03,08:19:08,48255
2019-09-03,08:24:08,45680
2019-09-03,08:29:09,46283
2019-09-03,08:34:10,55094
2019-09-03,08:39:10,47674
2019-09-03,08:44:11,46221
2019-09-03,08:49:12,45969
2019-09-03,08:54:13,53457
2019-09-03,08:59:14,48649
2019-09-03,09:04:15,46031
2019-09-03,09:09:15,46176
2019-09-03,09:14:16,50933
2019-09-03,09:19:17,49754
2019-09-03,09:24:18,46600
2019-09-03,09:29:18,46540
2019-09-03,09:34:19,49730
2019-09-03,09:39:20,51042
2019-09-03,09:44:21,46429
2019-09-03,09:49:21,45914
2019-09-03,09:54:22,51782
2019-09-03,09:59:23,51511
2019-09-03,10:04:23,46043
2019-09-03,10:09:24,45273
2019-09-03,10:14:25,46792
2019-09-03,10:19:25,48443
2019-09-03,10:25:36,-744
2019-09-03,10:30:37,40363
2019-09-03,10:35:38,45267
2019-09-03,10:40:39,52078
2019-09-03,10:45:40,44071
2019-09-03,10:50:41,46186
2019-09-03,10:55:42,45777
2019-09-03,11:00:43,55255
2019-09-03,11:05:43,47060
2019-09-03,11:10:44,46472
2019-09-03,11:15:45,45549
2019-09-03,11:20:46,53882
2019-09-03,11:25:47,49766
2019-09-03,11:30:48,45366
2019-09-03,11:35:48,47453
2019-09-03,11:40:50,50457
2019-09-03,11:45:50,54837
2019-09-03,11:50:51,45726
2019-09-03,11:55:52,47330
2019-09-03,12:00:53,45900
2019-09-03,12:05:53,57200
2019-09-03,12:10:54,45357
2019-09-03,12:15:55,46670
2019-09-03,12:20:56,46477
2019-09-03,12:25:57,51149
2019-09-03,12:30:58,51468
2019-09-03,12:35:58,44483
2019-09-03,12:40:59,46373
2019-09-03,12:46:00,45992
2019-09-03,12:51:01,53862
2019-09-03,12:56:02,45820
2019-09-03,13:01:03,44833
2019-09-03,13:06:03,45454
2019-09-03,13:14:04,-761
2019-09-03,13:19:05,40195
2019-09-03,13:24:06,47062
2019-09-03,13:29:07,46609
2019-09-03,13:34:07,54244
2019-09-03,13:39:08,46191
2019-09-03,13:44:09,46497
2019-09-03,13:49:09,45919
2019-09-03,13:54:10,47108
2019-09-03,13:59:11,52803
2019-09-03,14:04:12,46507
2019-09-03,14:09:12,45924
2019-09-03,14:14:13,47817
2019-09-03,14:19:14,52690
2019-09-03,14:24:14,50540
2019-09-03,14:29:15,46755
2019-09-03,14:34:16,46198
2019-09-03,14:39:17,47426
2019-09-03,14:44:18,55279
2019-09-03,14:49:18,45234
2019-09-03,14:54:18,46025
2019-09-03,14:59:19,45029
2019-09-03,15:04:20,49098
2019-09-03,15:09:20,49920
2019-09-03,15:14:21,44890
2019-09-03,15:19:22,46153
2019-09-03,15:24:23,46455
2019-09-03,15:29:23,53703
2019-09-03,15:36:25,-777
2019-09-03,15:41:26,40059
2019-09-03,15:46:27,43332
2019-09-03,15:51:28,49990
2019-09-03,15:56:29,45062
2019-09-03,16:01:29,44673
2019-09-03,16:06:30,44139
2019-09-03,16:11:31,46011
2019-09-03,16:16:31,53072
2019-09-03,16:21:32,44131
2019-09-03,16:26:32,46136
2019-09-03,16:31:33,45594
2019-09-03,16:36:34,54226
2019-09-03,16:41:35,50146
2019-09-03,16:46:35,45294
2019-09-03,16:51:36,44584
2019-09-03,16:56:37,45630
2019-09-03,17:01:38,53747
2019-09-03,17:06:38,47787
2019-09-03,17:11:39,45995
2019-09-03,17:16:40,45861
2019-09-03,17:21:40,46067
2019-09-03,17:26:41,53347
2019-09-03,17:31:42,44523
2019-09-03,17:36:42,46450
2019-09-03,17:41:43,45044
2019-09-03,17:46:44,47659
2019-09-03,17:51:45,50355
2019-09-03,17:56:46,45816
2019-09-03,18:01:47,45377
2019-09-03,18:06:47,44427
2019-09-03,18:11:48,50222
2019-09-03,18:16:49,49624
2019-09-03,18:21:49,44004
2019-09-03,18:26:50,44751
2019-09-03,18:31:51,43859
2019-09-03,18:36:52,53217
2019-09-03,18:41:52,46234
2019-09-03,18:46:53,43995
2019-09-03,18:51:54,43504
2019-09-03,18:56:55,45251
2019-09-03,19:01:56,53271
2019-09-03,19:06:56,44515
2019-09-03,19:11:57,45115
2019-09-03,19:16:58,43578
2019-09-03,19:21:59,47888
2019-09-03,19:26:59,49570
2019-09-03,19:32:00,43222
2019-09-03,19:37:01,43637
2019-09-03,19:42:02,44008
2019-09-03,19:47:04,48862
2019-09-03,19:52:04,48370
2019-09-03,19:57:05,42261
2019-09-03,20:02:06,42670
2019-09-03,20:07:07,43502
2019-09-03,20:12:08,52413
2019-09-03,20:17:08,45016
2019-09-03,20:22:09,43240
2019-09-03,20:27:10,43179
2019-09-03,20:32:10,44196
2019-09-03,20:37:11,49019
2019-09-03,20:42:12,42999
2019-09-03,20:47:12,42099
2019-09-03,20:52:13,41514
2019-09-03,20:57:14,45662
2019-09-03,21:02:15,33474
2019-09-03,21:07:16,10122
2019-09-03,21:12:17,17752
2019-09-03,21:17:17,27604
2019-09-03,21:22:18,49800
2019-09-03,21:27:19,66736
2019-09-03,21:32:20,47040
2019-09-03,21:37:21,43906
2019-09-03,21:42:22,50674
2019-09-03,21:47:23,51266
2019-09-03,21:52:23,53358
2019-09-03,21:57:24,47808
2019-09-03,22:02:25,43155
2019-09-03,22:07:26,50700
2019-09-03,22:12:27,51534
2019-09-03,22:17:27,47750
2019-09-03,22:22:28,51053
2019-09-03,22:27:29,49376
2019-09-03,22:32:30,48714
2019-09-03,22:37:31,55763
2019-09-03,22:42:31,47501
2019-09-03,22:47:32,46921
2019-09-03,22:52:33,42437
2019-09-03,22:57:34,49950
2019-09-03,23:02:35,57080
2019-09-03,23:07:36,43973
2019-09-03,23:12:36,47810
2019-09-03,23:17:37,48873
2019-09-03,23:22:38,51694
2019-09-03,23:27:39,56041
2019-09-03,23:32:39,46735
2019-09-03,23:37:40,52413
2019-09-03,23:42:40,47723
2019-09-03,23:47:41,61748
2019-09-03,23:52:42,47225
2019-09-03,23:57:43,46347
2019-09-04,00:02:44,44977
2019-09-04,00:07:44,48185
2019-09-04,00:12:45,61110
2019-09-04,00:17:46,46773
2019-09-04,00:22:46,47146
2019-09-04,00:27:47,42305
2019-09-04,00:32:48,52908
2019-09-04,00:37:48,50062
2019-09-04,00:42:49,42100
2019-09-04,00:47:50,47036
2019-09-04,00:52:51,59073
2019-09-04,00:57:52,58792
2019-09-04,01:02:52,47283
2019-09-04,01:07:54,38120
2019-09-04,01:16:24,52360
2019-09-04,01:21:25,63635
2019-09-04,01:26:26,39573
2019-09-04,01:36:58,63666
2019-09-04,01:41:59,49577
2019-09-04,01:46:59,55881
2019-09-04,01:52:00,56426
2019-09-04,01:57:01,158047
2019-09-04,02:02:02,326482
2019-09-04,02:07:03,360884
2019-09-04,02:12:04,311906
2019-09-04,02:17:04,158958
2019-09-04,02:22:05,244052
2019-09-04,02:27:06,307567
2019-09-04,02:32:07,210588
2019-09-04,02:37:07,430010
2019-09-04,02:42:08,358995
2019-09-04,02:47:09,349441
2019-09-04,02:52:09,406149
2019-09-04,02:57:10,392647
2019-09-04,03:02:10,283515
2019-09-04,03:07:11,371972
2019-09-04,03:12:12,384482
2019-09-04,03:17:13,392977
2019-09-04,03:22:14,357550
2019-09-04,03:27:14,190048
2019-09-04,03:32:15,91542
2019-09-04,03:37:16,259125
2019-09-04,03:42:17,166266
2019-09-04,03:47:18,317245
